year,county,town,incidentDate,incidentTime,city,officerName,officerid,location,type,officerSex,officerRace,townCounty
2013,Ocean County,Manchester,3/20/13,6:44,,Jesse Hoydis,JesseHoydisManchester,Beckerville Rd / Horicon Rd,Traffic Stop,Male,WHITE,"Manchester, Ocean County"
2013,Ocean County,Manchester,3/5/13,2:26,,Jesse Hoydis,JesseHoydisManchester,1700 SH 37 Blvd 109 Apt 7,Domestic,Male,WHITE,"Manchester, Ocean County"
2012,Ocean County,Manchester,5/4/12,0:41,,Jesse Hoydis,JesseHoydisManchester,31 A Yorkshire Ct.,Other: Pess Transport,Male,WHITE,"Manchester, Ocean County"
2012,Ocean County,Manchester,5/12/12,3:39,Lakehurst,Jesse Hoydis,JesseHoydisManchester,"Hibernia Ave/Elm St, NJ 08733","Crime In Progress, Traffic Stop",Male,WHITE,"Manchester, Ocean County"
2012,Ocean County,Manchester,6/28/12,1:00,,Jesse Hoydis,JesseHoydisManchester,Manchester P.D.,Other: Non Compliant Prisoner,Male,WHITE,"Manchester, Ocean County"
2015,Ocean County,Manchester,10/19/15,23:42,Whiting,Jesse Hoydis,JesseHoydisManchester,"19 Yorktowne Pkwy, NJ",Other: Investigating Disturbance,Male,WHITE,"Manchester, Ocean County"
2012,Ocean County,Manchester,12/1/12,23:42,,Jesse Hoydis,JesseHoydisManchester,13A Buckingham Dr.,Other: Warrant,Male,WHITE,"Manchester, Ocean County"
2014,Ocean County,Manchester,12/22/14,23:42,,Jesse Hoydis,JesseHoydisManchester,95 Westport Dr,Other: Pess Evaluation / Disorderly,Male,WHITE,"Manchester, Ocean County"
2014,Ocean County,Manchester,7/16/14,1:22,,Jesse Hoydis,JesseHoydisManchester,Circle K,Suspicious Person,Male,WHITE,"Manchester, Ocean County"
2013,Ocean County,Manchester,8/13/13,23:42,,Jesse Hoydis,JesseHoydisManchester,2964 Wilbur Ave,Suspicious Person,Male,WHITE,"Manchester, Ocean County"
2014,Ocean County,Manchester,2/23/14,22:49,,Jesse Hoydis,JesseHoydisManchester,917 Eleventh Ave,Other: First Aid Call/Involuntary/Pess Transport,Male,WHITE,"Manchester, Ocean County"
2013,Ocean County,Manchester,5/27/13,23:54,,Jesse Hoydis,JesseHoydisManchester,SH 70/ CR 571,Traffic Stop,Male,WHITE,"Manchester, Ocean County"
2015,Atlantic County,Atlantic City,8/20/15,21:09,Atlantic City,Jesse Oliver-Logan,JesseOliver-LoganAtlanticCity,"1600 Indiana Avenue, 1600 S Indiana Avenue Ave, NJ",Other: Fight,Male,,"Atlantic City, Atlantic County"
2015,Atlantic County,Atlantic City,11/23/15,8:43,Atlantic City,Jesse Oliver-Logan,JesseOliver-LoganAtlanticCity,"2924 Fairmount Avenue, NJ 08401",Crime In Progress,Male,,"Atlantic City, Atlantic County"
2015,Atlantic County,Atlantic City,5/23/15,3:08,Atlantic City,Jesse Oliver-Logan,JesseOliver-LoganAtlanticCity,"1601 N Atlantic Ave, NJ",Suspicious Person,Not listed,,"Atlantic City, Atlantic County"
2015,Atlantic County,Atlantic City,3/14/15,14:45,,Jesse N Oliver-Logan,JesseOliver-LoganAtlanticCity,Texas Avenue/ Boardwalk,Other: Disorderly/ Resisting,Male,HISPANIC,"Atlantic City, Atlantic County"
2015,Atlantic County,Atlantic City,7/17/15,20:45,Atlantic City,Jesse Oliver-Logan,JesseOliver-LoganAtlanticCity,"Kentucky Avenue and the Boardwalk, 1600 Boardwalk, NJ",Suspicious Person,Male,,"Atlantic City, Atlantic County"
2015,Atlantic County,Atlantic City,6/8/15,1:17,Atlantic City,Jesse Oliver-Logan,JesseOliver-LoganAtlanticCity,"1900 S Boardwalk, NJ",Other: Issuing Rolling Chalr Operator Ticket,Not listed,,"Atlantic City, Atlantic County"
2016,Atlantic County,Atlantic City,8/27/16,3:42,Atlantic City,Jesse Oliver-Logan,JesseOliver-LoganAtlanticCity,"Arkansas and Pacific Avenue, NJ 08401",Suspicious Person,Male,,"Atlantic City, Atlantic County"
2015,Atlantic County,Atlantic City,7/5/15,2:58,Atlantic City,Jesse Oliver-Logan,JesseOliver-LoganAtlanticCity,"Missouri and Boardwalk, 2100 Boardwalk Ave, NJ 08401",Suspicious Person,Male,,"Atlantic City, Atlantic County"
2016,Atlantic County,Atlantic City,8/22/16,5:11,Atlantic City,Jesse Oliver-Logan,JesseOliver-LoganAtlanticCity,"100 N Brighton Avenue, NJ 08401",Suspicious Person,Male,,"Atlantic City, Atlantic County"
2016,Atlantic County,Atlantic City,4/10/16,6:23,Atlantic City,Jesse Oliver-Logan,JesseOliver-LoganAtlanticCity,"Tropicana, 2831 S Boradwalk, NJ 08401",Suspicious Person,Male,,"Atlantic City, Atlantic County"
2016,Atlantic County,Atlantic City,1/31/16,12:24,Atlantic City,Jesse Oliver-Logan,JesseOliver-LoganAtlanticCity,"Indiana Grant Avenue, 801 N Indiana Ave, NJ 08401",Suspicious Person,Male,,"Atlantic City, Atlantic County"
2016,Atlantic County,Atlantic City,2/23/16,0:26,Atlantic City,Jesse Oliver-Logan,JesseOliver-LoganAtlanticCity,"Brighton Avenue/Pacific Avenue, 2800 S Pacific Ave, NJ 08401",Suspicious Person,Male,,"Atlantic City, Atlantic County"
2016,Atlantic County,Atlantic City,2/16/16,0:15,Atlantic City,Jesse Oliver-Logan,JesseOliver-LoganAtlanticCity,"Mansion Avenue and Pacific Avenue, 1109 S Pacific Ave, NJ 08401",Suspicious Person,Male,,"Atlantic City, Atlantic County"
2016,Atlantic County,Atlantic City,11/22/16,9:34,Atlantic City,Jesse Oliver-Logan,JesseOliver-LoganAtlanticCity,"2707 S Pacific Ave, NJ 08401",Suspicious Person,Male,,"Atlantic City, Atlantic County"
2016,Atlantic County,Atlantic City,5/31/16,4:02,Atlantic City,Jesse Oliver-Logan,JesseOliver-LoganAtlanticCity,"South Carolina/Baltic Avenues, 1305 Baltic Ave, NJ 08401",Suspicious Person,Male,,"Atlantic City, Atlantic County"
2016,Atlantic County,Atlantic City,3/20/16,3:26,Atlantic City,Jesse Oliver-Logan,JesseOliver-LoganAtlanticCity,"2821 S Boradwalk, NJ 08401",Crime In Progress,Male,,"Atlantic City, Atlantic County"
2016,Atlantic County,Atlantic City,6/24/16,22:38,Atlantic City,Jesse Oliver-Logan,JesseOliver-LoganAtlanticCity,"1925 S Pacific Ave, NJ 08401",Other: Trouble,Male,,"Atlantic City, Atlantic County"
2016,Atlantic County,Atlantic City,5/25/16,21:12,,Jesse Oliver-Logan,JesseOliver-LoganAtlanticCity,Massachusetts/Melrose Avenue,Other: Assault,Male,,"Atlantic City, Atlantic County"
2016,Atlantic County,Atlantic City,7/19/16,3:29,Atlantic City,Jesse Oliver-Logan,JesseOliver-LoganAtlanticCity,"Sharaton Hotel, 2 Convention Blvd, NJ 08401",Crime In Progress,Male,,"Atlantic City, Atlantic County"
2016,Atlantic County,Atlantic City,10/3/16,0:40,Atlantic City,Jesse Oliver-Logan,JesseOliver-LoganAtlanticCity,"2715 S Atlantic Ave, NJ 08401",Traffic Stop,Male,,"Atlantic City, Atlantic County"
2016,Atlantic County,Atlantic City,9/28/16,6:09,Atlantic City,Jesse Oliver-Logan,JesseOliver-LoganAtlanticCity,"1925 s Pacific Ave, NJ 08401",Other: Transport,Male,,"Atlantic City, Atlantic County"
2016,Atlantic County,Atlantic City,9/18/16,5:22,Atlantic City,Jesse Oliver-Logan,JesseOliver-LoganAtlanticCity,"25 s New York Ave, NJ 08401",Suspicious Person,Male,,"Atlantic City, Atlantic County"
2013,Atlantic County,Atlantic City,11/8/13,0:10,,Jesse N Oliver-Logan,JesseOliver-LoganAtlanticCity,Bally's Casino and Boardwalk,Crime In Progress,Male,HISPANIC,"Atlantic City, Atlantic County"
2014,Atlantic County,Atlantic City,6/29/14,1:55,,Jesse N Oliver-Logan,JesseOliver-LoganAtlanticCity,Bally's Casino/ Boardwalk,Other Dispute,Male,WHITE,"Atlantic City, Atlantic County"
2014,Atlantic County,Atlantic City,6/28/14,5:05,,Jesse N Oliver-Logan,JesseOliver-LoganAtlanticCity,Bally's Casino and the Boardwalk,"Crime In Progress, Other Dispute",Male,HISPANIC,"Atlantic City, Atlantic County"
2014,Atlantic County,Atlantic City,1/10/14,6:09,,Jesse Oliver-Logan,JesseOliver-LoganAtlanticCity,100 South Pennsylvania Avenue,Traffic Stop,Male,HISPANIC,"Atlantic City, Atlantic County"
2014,Atlantic County,Atlantic City,7/12/14,3:00,,Jesse N Oliver-Logan,JesseOliver-LoganAtlanticCity,"Florida Ave, & Pacific Ave","Crime In Progress, Suspicious Person",Male,HISPANIC,"Atlantic City, Atlantic County"
2013,Atlantic County,Atlantic City,8/25/13,17:11,,Jesse N Oliver-Logan,JesseOliver-LoganAtlanticCity,Tennessee Avenue/Boardwalk,"Other: Disorderly Conduct, Obstruction",Male,HISPANIC,"Atlantic City, Atlantic County"
2014,Atlantic County,Atlantic City,2/1/14,0:03,,Jesse N Oliver-Logan,JesseOliver-LoganAtlanticCity,Tennessee Avenue/Boardwalk,Other: Unconscious Male,Male,HISPANIC,"Atlantic City, Atlantic County"
2014,Atlantic County,Atlantic City,5/3/14,5:30,,Jesse N Oliver-Logan,JesseOliver-LoganAtlanticCity,Arkansas Avenue & Boardwalk,Crime In Progress,Male,HISPANIC,"Atlantic City, Atlantic County"
2014,Atlantic County,Atlantic City,6/1/14,1:30,,Jesse N Oliver-Logan,JesseOliver-LoganAtlanticCity,Brighton Avenue/Pacific Avenue,Traffic Stop,Male,HISPANIC,"Atlantic City, Atlantic County"
2015,Somerset County,North Plainfield,11/22/15,23:23,,Jesus M Medina,JesusMMedinaNorthPlainfield,Grandview Avenue/Watchung Avenue,Other Type Of Call: Dwi,Not listed,,"North Plainfield, Somerset County"
2015,Somerset County,North Plainfield,7/1/15,20:13,,Jesus M Medina,JesusMMedinaNorthPlainfield,98 Rockview Ave,Other Type Of Call: Suicidal Person,Not listed,,"North Plainfield, Somerset County"
2012,Somerset County,North Plainfield,7/22/12,20:40,,Jesus Medina,JesusMMedinaNorthPlainfield,150 Delacy Avenue,Other Type Of Call: Squad Call/Pess Evaluation,Not listed,,"North Plainfield, Somerset County"
2012,Somerset County,North Plainfield,6/3/12,3:46,,Jesus M Medina,JesusMMedinaNorthPlainfield,1300 Route 22 East Apt 26,Other Dispute,Not listed,,"North Plainfield, Somerset County"
2013,Somerset County,North Plainfield,3/18/13,1:49,,Jesus M Medina,JesusMMedinaNorthPlainfield,Watchung Ave/Pearl St,Other Type Of Call: Disorderly Person,Not listed,,"North Plainfield, Somerset County"
2013,Somerset County,North Plainfield,3/29/13,1:47,,Jesus Medina,JesusMMedinaNorthPlainfield,430 Somerset Street,Other Type Of Call: 39:4-50,Not listed,,"North Plainfield, Somerset County"
2016,Somerset County,North Plainfield,4/7/16,0:49,North Plainfield,Jesus M Medina,JesusMMedinaNorthPlainfield,"248 Farragut Road, NJ 07060",Domestic,Not listed,,"North Plainfield, Somerset County"
2016,Somerset County,North Plainfield,1/27/16,1:32,,Jesus Medina,JesusMMedinaNorthPlainfield,Greenbrook Rd/Duer street,Traffic Violation,Not listed,,"North Plainfield, Somerset County"
2013,Somerset County,North Plainfield,2/15/13,20:23,,Jesus M Medina,JesusMMedinaNorthPlainfield,64 Watchung Ave,Suspicious Person,Not listed,,"North Plainfield, Somerset County"
2016,Somerset County,North Plainfield,11/4/16,1:29,,Jesus M Medina,JesusMMedinaNorthPlainfield,395 Somerset Street,Other Type Of Call: Male Sleeping On Bathroom Floor,Not listed,,"North Plainfield, Somerset County"
2016,Somerset County,North Plainfield,10/16/16,2:21,,Jesus Medina,JesusMMedinaNorthPlainfield,Gavin Place/Steiner Place,Other Type Of Call: Fight In Progress,Not listed,,"North Plainfield, Somerset County"
2014,Somerset County,North Plainfield,9/27/14,21:02,,Jesus M Medina,JesusMMedinaNorthPlainfield,274A Grove Street,Suspicious Person,Not listed,,"North Plainfield, Somerset County"
2014,Somerset County,North Plainfield,8/19/14,1:13,,Jesus M Medina,JesusMMedinaNorthPlainfield,Warren Street/Pearl Street,Other Type Of Call: Disorderly Persons,Not listed,,"North Plainfield, Somerset County"
2014,Somerset County,North Plainfield,8/27/14,1:04,,Jesus M Medina,JesusMMedinaNorthPlainfield,Chatham Street/Warren Street,Suspicious Person,Not listed,,"North Plainfield, Somerset County"
2015,Somerset County,North Plainfield,1/2/15,3:15,,Jesus M Medina,JesusMMedinaNorthPlainfield,1025 Route 22 West,Other Type Of Call: Customer Dispute,Not listed,,"North Plainfield, Somerset County"
2014,Somerset County,North Plainfield,5/20/14,19:21,,Jesus M Medina,JesusMMedinaNorthPlainfield,Route 22 West/Wilson Ave,Suspicious Person,Not listed,,"North Plainfield, Somerset County"
2014,Monmouth County,Red Bank,10/7/14,19:15,Red Bank,Jhonatan Quispe,JhonatanQuispeRedBank,90 Monmouth St,Other: Warrant Arrest/Suicidal Subject,Male,WHITE,"Red Bank, Monmouth County"
2012,Monmouth County,Red Bank,12/16/12,2:07,,Jhonatan Quispe,JhonatanQuispeRedBank,50 W Front St,Crime In Progress,Male,WHITE,"Red Bank, Monmouth County"
2012,Monmouth County,Red Bank,10/6/12,1:57,,Jhonatan R Quispe,JhonatanQuispeRedBank,3 Broad Street,Other Dispute,Male,WHITE,"Red Bank, Monmouth County"
2014,Monmouth County,Red Bank,5/21/14,0:02,Red Bank,Jhonatan Quispe,JhonatanQuispeRedBank,2 Bridge Avenue,Crime In Progress,Male,WHITE,"Red Bank, Monmouth County"
2012,Monmouth County,Red Bank,8/12/12,8:08,,Jhonatan R Quispe,JhonatanQuispeRedBank,90 Monmouth St,Other: Nothing,Male,WHITE,"Red Bank, Monmouth County"
2012,Monmouth County,Red Bank,8/12/12,3:53,,Jhonatan R Quispe,JhonatanQuispeRedBank,90 Catherine St,Other: Nothing,Male,WHITE,"Red Bank, Monmouth County"
2014,Monmouth County,Red Bank,2/25/14,20:23,Red Bank,Jhonatan Quispe,JhonatanQuispeRedBank,253 South Pearl Street,Other: Nothing,Male,WHITE,"Red Bank, Monmouth County"
2016,Monmouth County,Red Bank,12/11/16,2:38,,Jhonatan Quispe,JhonatanQuispeRedBank,17 West Front Street,Other: Nothing,Male,WHITE,"Red Bank, Monmouth County"
2016,Monmouth County,Red Bank,9/11/16,16:43,,Jhonatan Quispe,JhonatanQuispeRedBank,185 Monmouth St,Other Dispute,Male,MIXED,"Red Bank, Monmouth County"
2012,Monmouth County,Red Bank,6/15/12,21:29,Red Bank,Jhonatan Quispe,JhonatanQuispeRedBank,"173 Bridge Ave, NJ",Domestic,Male,WHITE,"Red Bank, Monmouth County"
2012,Monmouth County,Red Bank,7/7/12,20:07,,Jhonatan Quispe,JhonatanQuispeRedBank,251 West Bergen Place,Crime In Progress,Male,WHITE,"Red Bank, Monmouth County"
2013,Monmouth County,Red Bank,9/22/13,2:00,Red Bank,Jhonatan Quispe,JhonatanQuispeRedBank,"English Plaza, NJ",Crime In Progress,Male,WHITE,"Red Bank, Monmouth County"
2016,Monmouth County,Red Bank,7/5/16,16:38,,Jhonatan R Quispe,JhonatanQuispeRedBank,Broad St / White St,Other: Nothing,Male,WHITE,"Red Bank, Monmouth County"
2013,Monmouth County,Red Bank,7/4/13,20:50,,Jhonatan R Quispe,JhonatanQuispeRedBank,10 West St,Other: Nothing,Male,WHITE,"Red Bank, Monmouth County"
2013,Monmouth County,Red Bank,6/14/13,11:07,,Jhonatan Quispe,JhonatanQuispeRedBank,Shrewsbury Ave/Drummond Av,Other: Resisting Arrest,Male,WHITE,"Red Bank, Monmouth County"
2013,Monmouth County,Red Bank,6/2/13,2:29,,Jhonatan Quispe,JhonatanQuispeRedBank,17 West Front,Other: Nothing,Male,WHITE,"Red Bank, Monmouth County"
2015,Monmouth County,Red Bank,11/16/15,0:49,,Jhonatan Quispe,JhonatanQuispeRedBank,79 Monmouth Street,Crime In Progress,Male,WHITE,"Red Bank, Monmouth County"
2013,Monmouth County,Red Bank,5/24/13,1:47,,Jhonatan Quispe,JhonatanQuispeRedBank,E. Front St/Broad St,Other: Disorderly Person,Male,WHITE,"Red Bank, Monmouth County"
2015,Monmouth County,Red Bank,10/12/15,23:27,,Jhonatan Quispe,JhonatanQuispeRedBank,90 Monmouth St.,Crime In Progress,Male,WHITE,"Red Bank, Monmouth County"
2016,Monmouth County,Red Bank,4/1/16,17:11,,Jhonatan Quispe,JhonatanQuispeRedBank,107 Catherine St,Crime In Progress,Male,WHITE,"Red Bank, Monmouth County"
2013,Monmouth County,Red Bank,4/26/13,0:37,,Jhonatan Quispe,JhonatanQuispeRedBank,75 Bank St,Other: Nothing,Male,WHITE,"Red Bank, Monmouth County"
2012,Monmouth County,Red Bank,3/25/12,7:57,Red Bank,Jhonatan Quispe,JhonatanQuispeRedBank,"20 Water St, 07701",Crime In Progress,Male,WHITE,"Red Bank, Monmouth County"
2012,Monmouth County,Red Bank,1/14/12,3:24,,Jhonatan R Quispe,JhonatanQuispeRedBank,Shrewsbury Ave & Catherine St,Traffic Stop,Male,WHITE,"Red Bank, Monmouth County"
2015,Salem County,Pennsville,4/4/15,7:54,Pennsville,Jimmy Endres,JimmyEndresPennsville,"North Broadway, NJ 08070, Police Station",Other: Disorderly Person,Male,WHITE,"Pennsville, Salem County"
2014,Salem County,Pennsville,5/3/14,20:01,Pennsville,Jimmy Endres,JimmyEndresPennsville,"25 Francis Drive, NJ 08070, Residence","Domestic, Residence",Male,WHITE,"Pennsville, Salem County"
2016,Salem County,Pennsville,7/4/16,4:01,Deepwater,Jimmy Endres,JimmyEndresPennsville,"19 Broad St, NJ 08070, Residence",Suspicious Person,Male,WHITE,"Pennsville, Salem County"
2015,Salem County,Pennsville,5/3/15,18:25,Pennsville,Jimmy Endres,JimmyEndresPennsville,"8 Ferry Road, NJ 08070, Residence",Domestic,Male,WHITE,"Pennsville, Salem County"
2015,Salem County,Pennsville,7/30/15,20:34,Pennsville,Jimmy Endres,JimmyEndresPennsville,"98 Sparks Avenue, Residence",Other: Fugitive From Justice,Male,WHITE,"Pennsville, Salem County"
2015,Salem County,Pennsville,8/29/15,4:13,Deepwater,Jimmy Endres,JimmyEndresPennsville,"Plant St, NJ 08070",Self Initiated,Male,WHITE,"Pennsville, Salem County"
2015,Salem County,Pennsville,8/29/15,12:31,Pennsville Township,Jimmy Endres,JimmyEndresPennsville,"Leannas Tavern - 578 N Broadway, NJ 08070, Commercial",Crime In Progress,Male,WHITE,"Pennsville, Salem County"
2014,Salem County,Pennsville,9/16/14,4:50,Pennsville,Jimmy Endres,JimmyEndresPennsville,"Lauras Glen Apartments - 542 South Broadway, NJ 08070",Traffic Stop,Male,WHITE,"Pennsville, Salem County"
2015,Salem County,Pennsville,12/25/15,11:51,Pennsville Township,Jimmy Endres,JimmyEndresPennsville,"Gordons Rooming House - 9 S Broadway Apt 1, NJ 08070, Residence",Other: Active Warrants,Male,WHITE,"Pennsville, Salem County"
2013,Salem County,Pennsville,1/24/13,22:43,,Jimmy F Endres,JimmyEndresPennsville,"North Broadway, Highway",Other: Disorderly Conduct Complaint,Male,WHITE,"Pennsville, Salem County"
2013,Salem County,Pennsville,5/15/13,18:25,,Jimmy F Endres,JimmyEndresPennsville,"12 Meadow Road, Apt B4, Residence",Other: Disorderly Conduct,Male,WHITE,"Pennsville, Salem County"
2013,Salem County,Pennsville,6/23/13,23:27,,Jimmy F Endres,JimmyEndresPennsville,"12 Meadow Road Apt B2, Residence",Other: Disorderly Person,Male,WHITE,"Pennsville, Salem County"
2015,Gloucester County,Glassboro,9/13/15,1:19,,J Adieyefeh,JJAdieyefehGlassboro,W New/Whitney,Crime In Progress,Male,BLACK,"Glassboro, Gloucester County"
2016,Gloucester County,Glassboro,12/19/16,3:18,,J J Adieyefeh,JJAdieyefehGlassboro,S Academy / Cleveland,Traffic Stop,Male,BLACK,"Glassboro, Gloucester County"
2016,Gloucester County,Glassboro,12/19/16,3:18,,J J Adieyefeh,JJAdieyefehGlassboro,S Academy St/ Cleveland,Traffic Stop,Male,BLACK,"Glassboro, Gloucester County"
2015,Gloucester County,Glassboro,4/21/15,12:48,Glassboro,J J Adieyefeh,JJAdieyefehGlassboro,"208 Alford Ave NJ, 08028",Suspicious Person,Male,BLACK,"Glassboro, Gloucester County"
2014,Gloucester County,Glassboro,4/11/14,1:58,,J J Adieyefeh,JJAdieyefehGlassboro,Landmark Americana,Crime In Progress,Male,BLACK,"Glassboro, Gloucester County"
2014,Gloucester County,Glassboro,4/27/14,12:45,Glassboro,J J Adieyefeh,JJAdieyefehGlassboro,"109 State St, NJ 08028",Other: Obstruction,Male,BLACK,"Glassboro, Gloucester County"
2014,Gloucester County,Glassboro,4/27/14,1:56,,J J Adieyefeh,JJAdieyefehGlassboro,Landmark Americana,Crime In Progress,Male,BLACK,"Glassboro, Gloucester County"
2015,Gloucester County,Glassboro,11/25/15,18:46,,J J Adieyefeh,JJAdieyefehGlassboro,1 S Main St,Other: Resisting Arrest,Male,BLACK,"Glassboro, Gloucester County"
2013,Gloucester County,Glassboro,9/16/13,21:26,,J Adieyefeh,JJAdieyefehGlassboro,326 McClelland Ave,Domestic,Male,BLACK,"Glassboro, Gloucester County"
2013,Gloucester County,Glassboro,10/6/13,17:38,,J Adieyefeh,JJAdieyefehGlassboro,Landmark Americana,Other Dispute,Male,BLACK,"Glassboro, Gloucester County"
2015,Gloucester County,Glassboro,8/8/15,0:32,,J J Adieyefeh,JJAdieyefehGlassboro,Landmark Americana,Other Dispute,Male,BLACK,"Glassboro, Gloucester County"
2014,Gloucester County,Glassboro,9/7/14,0:51,,J J Adieyefeh,JJAdieyefehGlassboro,Campus Crossings,Suspicious Person,Male,BLACK,"Glassboro, Gloucester County"
2016,Gloucester County,Glassboro,3/30/16,15:54,,J J Adieyefeh,JJAdieyefehGlassboro,656 N Delsea,Other: Illegible Safety Concern,Male,BLACK,"Glassboro, Gloucester County"
2016,Gloucester County,Glassboro,6/13/16,15:44,,J J Adieyefeh,JJAdieyefehGlassboro,301 Greentree Rd,Crime In Progress,Male,BLACK,"Glassboro, Gloucester County"
2016,Gloucester County,Glassboro,7/22/16,2:03,,J J Adieyefeh,JJAdieyefehGlassboro,Crescent Ct,Traffic Stop,Male,BLACK,"Glassboro, Gloucester County"
2013,Middlesex County,Woodbridge,3/17/13,2:42,Avenel,J Janowski,JohnXJanowskiWoodbridge,La Mirage,Other: Disorderly/Resisting,Not listed,,"Woodbridge, Middlesex County"
2012,Union County,Elizabeth,4/18/12,17:42,Elizabeth,J Joaquim,JorgeJoaquimElizabeth,"122 Bond St, NJ",Crime In Progress,Not listed,,"Elizabeth, Union County"
2012,Union County,Elizabeth,4/25/12,17:41,Elizabeth,J Joaquim,JorgeJoaquimElizabeth,"Jefferson Park, NJ",Crime In Progress,Not listed,,"Elizabeth, Union County"
2013,Union County,Elizabeth,9/11/13,18:45,Elizabeth,J Joaquim,JorgeJoaquimElizabeth,"Magnolia Ave. & Third St, NJ",Crime In Progress,Not listed,,"Elizabeth, Union County"
2013,Union County,Elizabeth,1/18/13,13:48,,J Joaquim,JorgeJoaquimElizabeth,455 Franklin St,Crime In Progress,Not listed,,"Elizabeth, Union County"
2014,Middlesex County,New Brunswick,10/12/14,1:15,,J Monticello,JeffreyMMonticelloNewBrunswick,135 Easton Ave,Suspicious Person,Male,WHITE,"New Brunswick, Middlesex County"
2016,Monmouth County,Asbury Park,1/1/16,21:37,,Joe F Leon,JoeFLeonAsburyPark,Springwood / Dewitt,Crime In Progress,Male,HISPANIC,"Asbury Park, Monmouth County"
2012,Monmouth County,Asbury Park,10/5/12,23:14,,Joe Leon,JoeFLeonAsburyPark,Adams Ave,Traffic Stop,Male,WHITE,"Asbury Park, Monmouth County"
2016,Monmouth County,Asbury Park,3/17/16,15:47,,Joe F Leon,JoeFLeonAsburyPark,100 Atkins Ave,Crime In Progress,Male,HISPANIC,"Asbury Park, Monmouth County"
2016,Monmouth County,Asbury Park,3/17/16,21:21,,Joe F Leon,JoeFLeonAsburyPark,1210 Monroe Ave,Crime In Progress,Male,HISPANIC,"Asbury Park, Monmouth County"
2016,Monmouth County,Asbury Park,4/6/16,12:30,,Joe Leon,JoeFLeonAsburyPark,21 Atkins Ave,Crime In Progress,Male,HISPANIC,"Asbury Park, Monmouth County"
2014,Monmouth County,Asbury Park,9/13/14,0:14,,Joe F Leon,JoeFLeonAsburyPark,Dewitt Ave/Springwood Ave,Other: Warrant Arrest,Male,HISPANIC,"Asbury Park, Monmouth County"
2015,Monmouth County,Asbury Park,2/5/15,17:41,,Joe F Leon,JoeFLeonAsburyPark,100 Blk Memorial Dr,Crime In Progress,Male,HISPANIC,"Asbury Park, Monmouth County"
2012,Monmouth County,Asbury Park,7/21/12,1:47,,Joe F Leon,JoeFLeonAsburyPark,Third Ave / Kingsley Av,Crime In Progress,Male,HISPANIC,"Asbury Park, Monmouth County"
2014,Monmouth County,Asbury Park,10/12/14,3:11,,Joe F Leon,JoeFLeonAsburyPark,2 Atkins Ave 215,Other Dispute,Male,HISPANIC,"Asbury Park, Monmouth County"
2016,Monmouth County,Asbury Park,8/27/16,23:55,,Joe F Leon,JoeFLeonAsburyPark,5th / Kingsley,Crime In Progress,Male,HISPANIC,"Asbury Park, Monmouth County"
2016,Monmouth County,Asbury Park,6/30/16,16:50,,Joe F Leon,JoeFLeonAsburyPark,1141 Sewall Ave,Crime In Progress,Male,HISPANIC,"Asbury Park, Monmouth County"
2012,Monmouth County,Asbury Park,11/26/12,20:06,,Joe F Leon,JoeFLeonAsburyPark,1 Jersey/Washington,Suspicious Person,Male,HISPANIC,"Asbury Park, Monmouth County"
2015,Monmouth County,Asbury Park,7/8/15,20:10,,Joe F Leon,JoeFLeonAsburyPark,Cookman/Memorial,Traffic Stop,Male,HISPANIC,"Asbury Park, Monmouth County"
2015,Monmouth County,Asbury Park,7/15/15,13:24,,Joe F Leon,JoeFLeonAsburyPark,F/O 1026 Mattison,"Crime In Progress, Domestic",Male,HISPANIC,"Asbury Park, Monmouth County"
2015,Monmouth County,Asbury Park,9/12/15,22:30,,Joe F Leon,JoeFLeonAsburyPark,APPD Headquarters,Other: Booking Process,Male,HISPANIC,"Asbury Park, Monmouth County"
2016,Monmouth County,Asbury Park,8/19/16,22:06,,Joe F Leon,JoeFLeonAsburyPark,500 Blk 1st Ave,Traffic Stop,Male,HISPANIC,"Asbury Park, Monmouth County"
2016,Monmouth County,Asbury Park,12/30/16,13:02,,Joe F Leon,JoeFLeonAsburyPark,F/O 150 Borden Ave,Traffic Stop,Male,HISPANIC,"Asbury Park, Monmouth County"
2012,Essex County,East Orange,3/1/12,6:55,Newark,John A Bocchino,JohnABocchinoEastOrange,57 Brookdale Ave,Traffic Stop,Male,WHITE,"East Orange, Essex County"
2012,Essex County,East Orange,5/28/12,22:00,,John A Bocchino,JohnABocchinoEastOrange,100 Chestnut Street,Domestic,Male,,"East Orange, Essex County"
2013,Essex County,East Orange,6/27/13,12:10,,John A Bocchino,JohnABocchinoEastOrange,Park Ave/ Prospect Street,Other: Resisting Arrest,Male,,"East Orange, Essex County"
2013,Essex County,East Orange,7/25/13,9:12,,John A Bocchino,JohnABocchinoEastOrange,Main Street and Lincoln Street,Suspicious Person,Male,,"East Orange, Essex County"
2016,Essex County,East Orange,9/16/16,15:30,,John A Bocchino,JohnABocchinoEastOrange,BLANK,Other Dispute,Male,,"East Orange, Essex County"
2016,Essex County,East Orange,7/8/16,18:00,,John A Bocchino,JohnABocchinoEastOrange,329 Park Avenue,Suspicious Person,Male,,"East Orange, Essex County"
2014,Essex County,East Orange,4/8/14,18:00,,John A Bocchino,JohnABocchinoEastOrange,645 Central Avenue,Suspicious Person,Male,,"East Orange, Essex County"
